43.00597,-84.479753
45.417163,-101.687459
28.707423,-99.977219
37.052181,-95.40246
41.02759,-80.34854
40.747039,-76.718207
66.676283,-144.069564
42.240202,-108.176691
45.977346,-114.679942
37.695767,-86.007947
43.089751,-121.221902
44.690288,-102.744038
30.004361,-90.024566
40.272307,-95.293166
40.094346,-114.040545
47.376256,-88.955354
46.17284,-122.902244
39.110755,-121.374539
47.612308,-99.009427
64.717705,-151.384115
30.378376,-96.097572
35.52197,-99.517136
33.762002,-81.573758
38.496006,-97.076629
36.239566,-78.316567
35.959293,-95.0915
37.343043,-106.217738
38.200356,-104.687888
37.684039,-106.546199
67.988732,-142.375469
52.944214,173.11454
47.544102,-115.441135
35.66545,-87.057099
33.114598,-82.07174
65.4931,-163.19422
66.426283,-151.699602
35.528915,-78.037804
35.01467,-119.653242
35.605492,-76.723944
62.03251,-144.992267
68.725509,-157.710365
43.123442,-106.010234
35.379742,-107.278989
32.833373,-87.616932
46.564214,-97.373913
38.795279,-106.44353
39.709046,-76.824293
38.518144,-112.271309
46.535427,-94.3194
62.013655,-162.812533
60.335692,-142.099463
22.171533,-159.548978
41.2005,-102.854424
41.339872,-112.903123
30.037259,-93.381696
65.406693,-148.426983
26.153006,-97.581615
41.280471,-93.443395
32.77186,-112.985097
42.68005,-115.852626
40.223286,-93.144062
36.173181,-84.636678
45.312648,-104.014111
42.146883,-90.365691
30.105497,-102.127765
37.756897,-119.042953
46.917559,-97.707759
42.387595,-88.923394
26.962693,-80.212604
34.434469,-105.255332
43.236303,-114.535895
44.652874,-122.049828
37.445291,-116.752399
66.487726,-164.15525
65.384859,-152.278423
47.65174,-122.252501
29.625086,-96.060455
36.002864,-104.389589
46.562486,-96.156135
34.252698,-113.289553
41.538855,-103.182357
47.218746,-93.074597
46.059716,-114.096128
35.318985,-120.003937
30.705585,-97.866339
44.212299,-105.314131
67.624439,-142.046578
38.020536,-121.320417
46.909767,-95.249425
45.80542,-69.412799
64.351182,-152.808202
59.931231,-165.835712
40.649703,-85.238092
46.709218,-114.276368
39.906333,-77.87753
41.633145,-84.763453
42.573942,-103.610117
35.524823,-91.252746
42.341608,-88.35776
64.949907,-143.392973
45.624125,-85.456593
47.886847,-124.182243
32.540604,-83.460518
37.63308,-90.249152
32.50736,-88.336691
48.811103,-115.879855
59.496548,-150.321353
63.483307,-157.352646
44.028791,-123.294374
42.711571,-106.811784
37.326766,-112.850537
44.061864,-110.898073
66.553388,-158.371738
41.327071,-98.935396
44.864616,-115.272141
39.625637,-78.254857
46.272569,-120.831165
38.029228,-115.511289
35.835612,-90.002741
62.085541,-158.022124
64.977043,-154.690076
34.082743,-81.323673
44.022658,-116.225767
36.820328,-81.789895
29.664582,-92.647374
32.410411,-101.847865
47.53066,-122.817399
55.653054,-160.934741
38.10702,-98.933171
35.920323,-116.918154
41.439118,-104.876939
39.029448,-103.137161
45.335348,-111.793749
42.186922,-76.753292
36.583832,-76.624675
44.920906,-109.30127
33.241201,-80.072521
39.33994,-104.012137
41.608438,-87.884807
44.212988,-117.170158
37.392202,-98.338326
39.059245,-102.586755
38.513025,-87.462343
39.914929,-95.006389
41.049847,-109.389423
35.874449,-112.543096
45.638646,-120.609394
59.325885,-154.89969
30.024891,-94.847202
37.408646,-97.272201
30.045287,-83.391871
45.215784,-119.269343
65.991291,-165.503617
64.044849,-159.307944
30.883495,-85.136177
40.622206,-115.311458
46.626192,-114.864046
30.318866,-98.092103
48.678039,-99.454786
48.176194,-115.633896
